target,features_1,features_2,features_3,features_4,features_5
0,0.573708784335557,0.780309037188271,0.800936400256637,0.847672361095227,0.910906826977022
0,0.531445152938744,0.310716842071826,0.296264283815532,0.284086634893655,0.576842006426916
0,0.772723265846608,0.883788540843106,0.746829169851171,0.281931496158597,0.518116875071871
0,0.747340641226992,0.55746220813067,0.622739214887184,0.143331537360315,0.426070312141952
1,0.269403238085896,0.140287239112166,0.542190955536867,0.29740207298612,0.197301882080128
0,0.848836989787457,0.869921481754767,0.774364016496121,0.572178852875415,0.81894826619484
1,0.724220489595325,0.25427955870514,0.655250717907984,0.700975343950622,0.684395647087859
0,0.215230609002884,0.0211119311428863,0.0463812238297859,0.0284201789599811,0.140975047906568
1,0.49973826691949,0.453509787717779,0.182282862246349,0.297603771053492,0.34403372701928
0,0.0450611488407978,0.0531323691970355,0.0998182825270571,0.0430019802996134,0.195374999683281
0,0.11309516789418,0.18498685110045,0.527229214805446,0.842461637735288,0.371222071319
0,0.121146097198999,0.392552157627576,0.718909322950071,0.609235254055815,0.75487832916683
0,0.112250680286484,0.23176164211102,0.344420363709908,0.85199024165994,0.919617738102321
0,0.468154163310093,0.483595589924075,0.542457515720477,0.856081315627278,0.989152001593368
0,0.246788186191125,0.806236551325422,0.996503600326597,0.963516123869173,0.89318467310839
0,0.909297034184172,0.235665631688351,0.15346545440761,0.0757018479465128,0.108362515893399
0,0.77619739345087,0.534889231179862,0.964975846903591,0.948809823011472,0.814118151955941
0,0.00963330518899398,0.0204149032744989,0.511661388688487,0.725476943882851,0.270166400893893
1,0.0590130259348447,0.0875059532757144,0.0538606771596177,0.00900567301005357,0.0659459767352891
1,0.51867613568111,0.651810897754995,0.47076587234982,0.379543876694877,0.269421634562066
1,0.0242395447473318,0.0703906033251571,0.135782323314205,0.109060781264994,0.110643901976576
0,0.455274081095445,0.689085476639849,0.726012323356531,0.676727740079235,0.694839311035138
1,0.896409844840725,0.843762447368585,0.853165527512352,0.327161320199649,0.179246494987305
0,0.486990447270866,0.646880182288078,0.19017378507348,0.537152532675486,0.690388195026858
0,0.782653894972036,0.953354428742908,0.991050707425609,0.947100087850292,0.921099382752577
1,0.182778398804194,0.300887062632797,0.698399809420763,0.721891207736051,0.847695110806476
1,0.178929125001766,0.129881166559617,0.186471404628153,0.307516155786378,0.383588292310531
0,0.0908495829237654,0.263943979641051,0.258132986947148,0.14273811684806,0.500991027257332
0,0.614256386863314,0.447095176734154,0.676756584686168,0.755968024930663,0.952375267530774
1,0.537227334306017,0.862654768301789,0.684801936317009,0.452699211123406,0.520650875222369
0,0.896264868675967,0.944406428374171,0.877430475224959,0.335014053189942,0.431168334968216
0,0.930663665296899,0.853854431678654,0.932700451676655,0.859339369850026,0.97090187429104
1,0.713855773774695,0.335794771944669,0.218096000841662,0.130634309923009,0.00834743337635488
1,0.543887294379464,0.642523875474537,0.511334935613772,0.520294078287194,0.37490726795006
1,0.394446010384547,0.48105612992154,0.862119553172644,0.960456385716943,0.995112381644022
0,0.134784387989061,0.329751169415415,0.473546843529559,0.583020800517838,0.379394980591508
0,0.595095045159088,0.552601690533764,0.871443291936549,0.886824431049656,0.541494571889896
1,0.730454259852276,0.472655520794686,0.201822177890951,0.125679130919705,0.0782119435178604
0,0.551368198471765,0.824288570539892,0.715584051801006,0.442752058037594,0.729233588553452
1,0.497551661544951,0.661682908987401,0.512205519337608,0.272831765696842,0.0337079230275952
0,0.905460174993368,0.964423492976161,0.975621269665637,0.948662572850208,0.572128079711074
0,0.656435706275539,0.266120784477462,0.2280788120754,0.788337678091459,0.750771555811163
0,0.107352236911103,0.359307512092886,0.402874467620221,0.408123370114562,0.450269514032402
1,0.432067856995785,0.214675084297143,0.375172066808593,0.333678240438568,0.608671590693866
0,0.38812683164634,0.264826350773135,0.0108962180563543,0.0268474109816252,0.214189855066944
0,0.629473357097044,0.796672410579054,0.930766437715451,0.896056279245306,0.866571148803675
1,0.955115942679284,0.985963794858328,0.996890981533071,0.794901343857116,0.332356003819821
0,0.456769314952175,0.708422383536154,0.401502060505146,0.19803170374108,0.437573601863098
0,0.267792719843397,0.552237886290374,0.460766114055141,0.23910706225188,0.0702594555825033
1,0.437264616146743,0.233099159960095,0.168612195206748,0.0665868190452431,0.482190991443618
0,0.637055208308717,0.468769330809369,0.632346892689276,0.637044892516823,0.467263654960045
0,0.170307827660161,0.0281245813588481,0.166517685592655,0.330834474179414,0.588027611472829
1,0.755759447290184,0.537121657617874,0.636455798904819,0.88105670056041,0.525590450732632
0,0.040494045199386,0.0632287133422847,0.577720392276582,0.167698526546245,0.440369326178556
0,0.263880313529189,0.668055190831447,0.460406001950125,0.8325361304383,0.877949909537282
1,0.003326845342788,0.249064166633413,0.138629694810591,0.175968740173639,0.0240884504108663
1,0.65003815937036,0.532624483499422,0.404108536428682,0.301802535473182,0.0513006834097125
0,0.134016062448215,0.216411481408022,0.29895227460851,0.403335769734234,0.0599375249561025
0,0.610110469063142,0.791968520603812,0.961346695515248,0.962561737871055,0.926745287538693
